id gender race side superspeed superhearing supervision flying invisibility icecontrol superhealing magicpowers spidersense superbrain
889 woman indian villain 43 54 69 48 62 55 26 34 92 99
890 woman european villain 1 31 60 18 48 38 78 28 95 56
891 man asian hero 70 21 9 59 98 84 53 95 41 70
892 man american villain 77 64 4 49 59 14 4 62 38 15
893 man asian villain 82 7 100 13 46 68 52 51 88 95
894 woman american villain 65 76 58 48 0 60 67 63 60 11
895 man european villain 46 16 8 44 11 72 19 39 57 42
896 woman european hero 1 55 43 57 62 0 1 49 11 37
897 woman asian villain 91 2 99 48 25 35 77 39 18 67
898 man indian villain 71 41 20 98 25 74 95 15 56 20
899 woman indian hero 22 28 60 1 51 57 94 88 80 1
900 woman european villain 12 66 84 35 84 55 43 59 35 9
901 man american hero 64 50 37 60 84 86 19 13 18 64
902 woman asian villain 66 21 46 29 100 22 56 98 48 98
903 woman european villain 73 69 89 1 42 60 36 64 58 88
904 man european villain 25 85 63 16 30 13 75 49 27 56
905 woman asian hero 31 56 48 26 82 41 81 60 87 48
906 man european villain 10 15 35 30 1 83 24 94 90 61
907 woman european hero 42 61 64 81 57 96 67 5 58 55
908 man indian hero 46 49 30 70 81 49 94 40 57 43
909 woman indian villain 57 34 45 8 37 73 4 100 38 38
910 man indian villain 45 95 48 92 44 18 51 88 76 54
911 woman indian hero 72 54 97 76 79 100 34 74 43 4
912 man american hero 89 18 17 68 45 72 25 64 33 87
913 woman asian hero 39 7 54 81 27 16 7 50 15 97
914 woman american hero 38 79 72 52 80 35 5 14 70 5
915 woman asian hero 52 47 70 83 42 74 53 6 96 45
916 man indian villain 53 43 30 37 83 2 47 52 44 9
917 man american villain 29 3 15 100 100 76 42 88 36 24
918 woman european hero 14 33 34 13 44 63 4 54 60 2
919 man european villain 84 88 93 46 6 52 42 9 39 36
920 man american hero 53 45 3 65 45 1 19 54 100 62
921 man asian hero 74 34 84 13 1 11 6 14 51 76
922 man european villain 12 86 42 62 12 60 24 79 18 31
923 woman american hero 18 54 82 2 5 9 67 18 11 61
924 woman american villain 27 41 86 54 12 18 4 70 5 74
925 man american hero 52 33 87 18 9 18 85 87 33 0
926 man european hero 77 39 31 19 87 42 77 61 46 11
927 man american villain 53 27 21 95 48 31 27 42 47 40
928 woman indian villain 76 55 62 93 10 41 13 26 7 96
929 man asian villain 58 61 45 77 100 67 0 1 78 63
930 woman american villain 94 7 53 68 45 0 17 28 11 74
931 woman asian villain 73 31 94 4 10 39 30 38 100 68
932 woman asian villain 51 54 38 11 65 16 52 11 38 93
933 man european hero 80 50 18 49 2 11 85 20 86 47
934 woman indian villain 42 18 17 20 22 63 8 50 52 12
935 woman indian hero 96 81 13 42 82 78 39 10 30 12
936 woman american villain 80 37 0 73 16 32 12 77 80 80
937 woman indian villain 33 51 34 99 5 38 31 33 48 20
938 man asian villain 41 96 16 4 58 81 23 39 13 2
939 man european hero 30 56 96 57 92 36 39 90 96 74
940 woman indian villain 60 42 50 97 88 9 17 10 0 70
941 woman asian villain 55 32 44 15 38 89 90 42 1 30
942 man indian hero 63 41 99 63 85 88 84 51 62 26
943 woman indian villain 17 42 47 87 86 92 3 96 70 31
944 man european hero 75 26 79 7 7 80 5 39 66 12
945 woman indian hero 82 83 29 22 37 91 67 93 68 9
946 woman indian villain 49 42 52 68 46 9 72 67 30 34
947 woman asian hero 21 51 53 96 70 92 43 27 94 33
948 man european hero 67 81 95 54 45 7 48 33 59 77
949 man indian hero 49 57 3 60 1 78 12 0 60 14
950 woman european hero 47 84 18 77 80 24 24 8 97 70
951 man asian hero 46 18 62 15 4 96 2 30 72 21
952 woman asian villain 90 6 3 62 40 88 22 39 19 70
953 man european villain 72 100 66 36 35 17 21 51 5 27
954 man asian hero 93 17 83 75 71 50 42 53 49 28
955 woman american hero 92 42 89 85 75 74 48 7 89 62
956 man asian hero 44 44 53 63 24 4 49 38 47 7
957 woman american hero 14 77 25 21 82 15 57 70 2 70
958 woman american hero 64 13 31 4 70 84 53 28 40 44
959 man american hero 27 1 65 42 34 39 76 74 90 45
960 woman asian villain 53 56 53 3 16 72 93 10 100 52
961 woman indian hero 45 89 43 36 61 98 19 82 68 48
962 woman asian villain 18 36 17 76 88 14 14 44 46 17
963 man american hero 94 13 55 34 14 80 4 52 89 90
964 woman indian villain 67 96 98 75 55 33 42 67 11 25
965 man american villain 89 55 29 40 52 18 4 92 84 61
966 man european villain 89 22 31 63 30 50 75 43 53 66
967 woman asian villain 86 83 33 16 11 49 2 54 10 85
968 man indian hero 44 73 37 47 49 43 10 31 70 87
969 man indian villain 87 45 2 30 48 83 16 72 32 90
970 woman american hero 73 15 82 100 32 8 58 12 99 79
971 man asian villain 91 68 75 15 4 71 25 10 6 16
972 man asian villain 8 39 44 76 38 17 74 6 79 90
973 woman indian hero 4 31 60 60 29 88 68 73 47 60
974 woman european hero 38 1 71 80 3 43 6 14 3 2
975 woman indian hero 61 60 47 57 74 58 79 49 43 17
976 woman asian hero 0 28 65 16 72 39 9 53 39 67
977 man indian hero 73 8 77 47 28 28 99 22 2 9
978 man indian villain 14 83 5 92 59 56 73 73 75 97
979 woman european hero 19 55 67 25 62 7 18 24 23 17
980 woman indian villain 23 43 36 44 3 81 57 18 46 49
981 woman asian hero 5 62 92 91 18 41 18 46 2 74
982 woman asian hero 29 33 96 29 21 31 95 0 61 33
983 woman american hero 92 29 8 7 1 6 80 36 79 56
984 man american hero 36 64 9 77 57 20 46 9 11 98
985 woman indian villain 87 46 14 91 48 51 92 42 29 92
986 man american villain 4 6 24 69 23 77 3 81 28 42
987 man european villain 46 72 61 28 33 59 83 60 10 53
988 woman asian villain 34 70 49 54 80 9 52 8 13 97
989 man american villain 98 44 65 29 87 61 67 56 52 28
990 man indian villain 92 91 21 40 10 48 52 38 42 79
991 man indian villain 76 29 68 11 15 73 42 25 29 25
992 man asian villain 41 45 55 94 29 83 69 22 71 57
993 man american hero 90 18 86 7 86 47 60 99 87 58
994 woman asian villain 15 7 93 41 13 89 45 62 9 28
995 woman asian villain 70 25 42 91 57 24 73 92 1 21
996 man asian villain 10 39 4 99 97 43 6 46 86 30
997 man american hero 93 50 77 65 27 23 64 86 12 88
998 woman american villain 83 96 41 82 85 2 72 66 60 12
999 man american hero 49 66 4 70 15 70 33 17 64 54
1000 man american hero 0 43 35 23 68 14 42 37 9 89
1001 woman asian hero 3 80 68 3 39 57 71 65 56 15
1002 woman european villain 73 86 21 85 8 21 8 79 58 86
1003 man asian villain 72 87 23 58 63 40 81 75 100 88
1004 woman european hero 63 75 61 20 7 73 78 5 90 71
1005 man american hero 15 21 63 92 77 90 86 36 16 6
1006 man american hero 76 62 2 3 90 8 37 8 64 20
1007 woman asian villain 92 22 33 63 72 99 22 41 26 13
1008 man american villain 54 44 25 4 90 81 80 46 50 88
1009 man asian villain 58 64 91 65 51 65 19 3 97 39
1010 man indian hero 88 34 13 40 38 6 86 12 53 98
1011 woman european villain 30 77 31 95 14 95 47 24 40 32
1012 woman asian hero 99 69 42 60 52 30 78 79 5 2
1013 woman american villain 69 23 32 96 23 10 100 15 3 86
1014 woman american villain 64 25 10 25 9 81 92 81 59 18
1015 woman indian villain 31 52 24 89 42 23 85 74 53 96
1016 woman asian hero 67 3 10 4 7 18 30 69 28 8
1017 man asian villain 17 72 54 79 18 50 84 81 92 84
1018 woman european hero 17 61 69 69 60 79 68 30 94 58
1019 woman european villain 71 67 82 81 29 26 23 93 83 12
1020 man american villain 49 34 78 73 99 53 22 30 55 62
1021 woman european villain 79 85 30 45 86 38 20 20 52 63
1022 woman european hero 90 35 76 91 20 90 31 87 60 32
1023 woman european hero 71 11 37 9 7 90 77 57 13 4
1024 woman american hero 66 15 52 16 31 23 37 24 23 32
1025 man american villain 47 8 87 82 55 17 26 17 77 77
1026 man european villain 68 46 17 14 71 49 46 78 90 11
1027 man american hero 35 89 97 36 9 35 97 62 84 80
1028 woman american villain 86 15 72 88 46 40 62 5 19 59
1029 woman asian hero 17 56 7 91 3 17 94 8 86 89
1030 man indian hero 38 22 14 91 17 93 60 50 12 14
1031 woman american hero 93 42 50 21 75 29 89 9 95 20
1032 man indian villain 70 9 60 65 62 0 43 66 68 75
1033 man indian hero 71 80 19 83 63 75 42 16 54 97
1034 woman asian hero 36 83 77 48 76 81 78 15 97 29
1035 woman european villain 21 69 10 17 23 34 93 28 13 47
1036 man indian hero 76 92 86 32 74 9 83 28 75 5
1037 man indian hero 26 54 58 23 94 71 89 95 5 50
1038 woman indian hero 42 89 25 3 34 47 51 84 99 70
1039 woman american villain 85 37 5 84 90 81 20 69 46 81
1040 man american hero 10 3 71 68 87 47 74 35 85 5
1041 woman indian hero 83 14 8 57 86 17 61 50 73 73
1042 woman indian villain 57 62 62 86 37 59 75 31 14 10
1043 man indian villain 42 23 79 50 71 57 24 46 8 73
1044 man european hero 79 88 92 40 99 15 25 59 20 43
1045 man asian villain 77 7 29 67 50 78 49 96 71 37
1046 woman indian villain 62 11 2 99 27 79 33 90 7 88
1047 woman european hero 83 24 30 45 9 47 8 95 24 54
1048 woman european villain 4 17 54 37 16 57 14 98 86 3
1049 man european villain 52 52 21 46 94 5 54 50 79 98
1050 woman indian hero 3 61 65 26 21 68 82 76 88 18
1051 man asian hero 97 29 42 57 23 55 51 67 30 97
1052 woman american hero 92 5 100 38 84 75 43 81 0 75
1053 woman american villain 15 4 78 61 55 23 9 55 71 23
1054 woman european hero 85 71 79 53 93 17 47 51 15 61
1055 woman american villain 88 7 6 52 87 51 48 86 75 63
1056 woman european villain 72 88 91 98 49 6 63 83 77 25
1057 man indian hero 94 86 21 84 20 97 44 12 55 35
1058 man asian villain 24 93 25 37 36 19 29 50 48 85
1059 man indian hero 54 9 80 33 16 74 51 71 24 5
1060 woman asian hero 75 2 9 8 94 75 25 21 57 86
1061 man american villain 15 57 73 36 8 52 56 28 92 72
1062 man indian villain 65 70 59 59 25 100 53 87 83 35
1063 man asian hero 0 61 2 68 90 71 83 95 61 55
1064 woman american villain 35 21 74 36 95 20 41 39 73 33
1065 woman european villain 37 84 5 41 12 10 17 67 60 44
1066 woman european hero 95 6 68 86 37 64 50 61 40 44
1067 woman european villain 23 80 10 44 2 69 91 67 29 94
1068 man indian villain 78 4 39 84 71 50 83 58 12 41
1069 man european villain 90 63 21 42 52 80 18 94 76 23
1070 woman asian hero 27 57 96 66 66 92 18 72 55 25
1071 woman european villain 32 95 12 64 32 78 35 54 45 10
1072 woman european villain 43 92 49 83 26 28 45 44 4 44
1073 woman european villain 100 65 3 49 28 43 54 68 31 30
1074 man indian villain 36 93 16 92 68 25 11 76 87 92
1075 man european hero 92 40 50 76 23 54 19 63 45 53
1076 woman asian hero 19 54 73 16 0 37 87 44 75 4
1077 woman indian hero 49 77 46 97 7 36 10 92 6 74
1078 woman european hero 55 48 42 6 94 36 94 32 18 71
1079 man asian hero 33 66 55 85 54 23 77 85 50 52
1080 man asian hero 79 77 16 14 52 13 67 65 51 44
1081 woman european villain 27 14 30 63 48 50 80 3 52 96
1082 woman asian villain 22 29 9 61 13 49 84 33 58 28
1083 man american villain 2 31 86 37 74 94 23 63 32 10
1084 man american villain 43 14 73 75 24 95 99 74 53 28
1085 woman indian hero 5 42 84 35 55 38 59 97 5 72
1086 woman asian villain 52 82 60 89 57 54 94 42 86 57
1087 woman american hero 47 20 99 86 79 11 74 2 7 84
1088 woman indian hero 74 47 86 25 4 53 50 80 53 65
1089 woman indian hero 69 30 68 84 86 72 15 22 77 30
1090 woman european hero 65 62 41 20 94 69 23 99 85 6
1091 woman asian villain 12 61 68 91 69 41 21 72 36 76
1092 man european hero 52 76 81 0 53 95 7 81 52 70
1093 man indian hero 34 48 73 96 42 94 91 14 3 41
1094 woman indian hero 56 84 13 15 75 19 2 16 67 29
1095 woman asian hero 69 85 61 22 22 91 66 37 36 24
1096 woman european villain 56 53 55 69 3 15 89 27 7 93
1097 woman asian hero 24 73 17 85 55 11 51 9 8 42
1098 woman asian villain 67 68 88 28 53 46 45 46 56 19
1099 man american hero 23 20 6 98 100 82 49 59 70 32
1100 woman european villain 2 35 44 42 12 93 1 28 13 69
1101 man european villain 32 86 34 79 0 71 70 36 24 98
1102 man indian villain 15 78 15 39 16 20 68 35 2 23
1103 man european hero 19 67 18 67 37 16 69 17 94 18
1104 man european hero 28 14 61 73 34 91 61 77 41 88
1105 man indian villain 90 52 77 1 64 94 50 74 47 72
1106 woman indian hero 85 2 80 28 82 6 22 62 78 51
1107 woman american hero 39 79 21 41 65 74 41 54 32 7
1108 woman european hero 90 46 59 15 83 6 37 4 6 99
1109 woman european villain 71 25 25 61 3 38 3 22 25 57
1110 man asian hero 84 89 77 69 89 48 61 8 98 73
1111 woman indian villain 12 73 78 65 31 9 53 30 35 12
1112 woman indian villain 19 16 62 42 78 91 61 83 95 21
1113 man indian villain 81 97 42 29 83 76 24 47 4 85
1114 man indian hero 87 92 49 39 71 56 18 68 30 95
1115 woman european hero 9 58 37 72 24 58 44 57 49 7
1116 man indian villain 28 98 25 55 94 32 92 65 17 42
1117 man indian villain 54 49 77 57 97 18 81 97 99 73
1118 woman european villain 33 31 12 88 58 20 49 30 17 49
1119 woman asian villain 37 24 20 85 15 14 4 95 44 70
1120 man american villain 92 65 69 35 28 44 97 86 64 97
1121 man asian villain 8 27 11 73 91 72 42 97 94 29
1122 man indian villain 58 87 26 64 2 43 79 74 27 55
1123 woman asian hero 7 32 89 46 59 56 79 66 78 20
1124 woman asian hero 95 2 39 64 63 93 21 98 61 40
1125 woman asian villain 98 18 18 56 39 4 15 73 68 41
1126 woman asian hero 93 40 63 32 3 34 65 37 57 71
1127 woman asian villain 53 79 27 40 9 35 32 60 56 11
1128 man european villain 17 33 74 36 40 24 71 96 91 91
1129 woman asian hero 2 41 63 15 53 14 97 57 39 19
1130 woman indian villain 82 10 50 95 69 89 79 68 62 78
1131 woman indian villain 33 63 22 72 54 53 96 23 72 28
1132 woman american villain 53 64 84 10 81 33 59 10 78 56
1133 man indian hero 0 72 76 4 73 29 48 82 13 40
1134 woman asian hero 19 54 67 75 52 90 28 52 19 48
1135 woman american hero 85 67 6 35 33 46 75 64 57 12
1136 man asian hero 52 29 79 18 69 1 58 0 94 26
1137 woman european villain 55 100 33 90 90 21 71 72 76 28
1138 man indian villain 78 8 67 20 66 9 21 24 32 37
1139 woman american villain 95 60 3 83 64 21 99 58 72 14
1140 man american hero 30 10 52 6 67 85 49 51 15 62
1141 woman indian villain 52 94 76 76 91 82 58 51 49 82
1142 woman asian hero 18 36 68 71 40 83 86 33 46 12
1143 woman american hero 10 7 3 1 96 79 9 92 38 30
1144 man indian hero 53 85 8 48 99 54 61 92 19 78
1145 man american villain 25 72 40 20 70 11 18 76 24 97
1146 man indian hero 28 20 32 79 85 91 90 38 46 36
1147 woman indian villain 66 37 72 72 55 49 53 52 32 22
1148 man european villain 37 65 11 59 37 48 75 73 80 59
1149 man asian hero 10 38 65 74 60 2 71 75 97 76
1150 man asian villain 48 73 93 84 33 50 46 100 54 60
1151 man european villain 31 29 95 79 15 59 28 96 49 26
1152 woman indian hero 36 27 15 58 1 82 86 86 27 66
1153 woman american villain 22 33 87 26 9 60 60 64 10 92
1154 woman indian villain 93 82 76 22 72 28 80 52 94 52
1155 woman asian hero 16 62 7 3 7 49 14 98 62 57
1156 man asian villain 75 86 90 33 18 85 43 76 9 39
1157 man american hero 65 22 42 45 58 75 81 80 9 96
1158 man european villain 46 85 80 76 65 66 88 22 29 61
1159 woman asian hero 13 62 12 25 19 37 65 82 4 30
1160 man asian villain 30 4 33 12 96 47 77 66 97 3
1161 man indian villain 64 23 9 68 7 29 7 54 21 2
1162 man indian hero 96 85 86 39 40 92 75 38 62 17
1163 man indian villain 85 87 15 67 46 93 10 88 76 89
1164 man european villain 99 19 31 60 27 82 48 61 20 88
1165 man european villain 11 19 77 61 48 51 59 26 24 75
1166 man indian hero 16 35 77 93 42 82 97 88 52 63
1167 woman american hero 67 14 86 28 48 73 75 9 2 82
1168 woman european villain 98 19 4 71 31 22 1 87 71 28
1169 man asian hero 60 79 90 56 83 66 63 76 99 25
1170 woman american villain 77 39 17 100 9 55 14 35 8 60
1171 man indian hero 92 73 48 52 50 0 90 95 90 64
1172 woman asian hero 94 43 72 82 53 75 20 68 0 69
1173 woman european villain 33 10 12 59 19 4 55 28 67 70
1174 woman european hero 73 52 8 79 77 32 36 47 47 70
1175 woman european villain 74 22 84 11 71 69 9 6 70 13
1176 man asian villain 14 35 20 5 74 74 97 75 41 10
1177 man american hero 73 69 0 53 79 9 15 15 22 64
1178 woman indian villain 69 18 19 49 59 87 39 80 33 95
1179 woman american villain 69 79 79 72 35 14 11 7 95 70
1180 woman indian villain 4 21 96 57 60 9 84 28 80 45
1181 man asian villain 78 56 100 51 17 25 86 99 4 24
1182 woman american hero 95 56 69 51 34 97 67 44 60 10
1183 woman american hero 22 23 86 83 24 79 61 74 95 11
1184 woman asian villain 46 65 80 8 4 42 28 55 11 82
1185 woman asian hero 68 34 16 95 15 82 76 94 2 12
1186 man indian villain 66 89 70 34 59 0 11 4 71 39
1187 woman european hero 27 84 16 96 71 61 21 63 85 51
1188 woman indian hero 52 50 93 55 48 60 55 34 21 27
1189 woman indian villain 76 58 48 14 86 100 40 46 0 69
1190 man european villain 24 54 23 36 40 25 29 25 61 82
1191 woman american villain 29 30 97 53 46 80 42 72 96 18
1192 woman indian hero 14 12 58 33 63 92 56 66 22 90
1193 man indian villain 95 43 84 18 86 27 67 92 70 50
1194 woman european hero 2 44 61 14 56 64 50 19 39 47
1195 man american villain 11 0 51 20 98 1 95 7 57 93
1196 woman american hero 86 48 0 92 90 49 60 5 63 42
1197 woman european villain 14 67 34 83 0 49 72 92 34 12
1198 man asian hero 61 96 4 90 85 8 58 28 1 77
1199 man american villain 88 53 36 30 76 93 61 78 22 19
1200 man european hero 37 43 25 74 49 98 71 85 59 61
1201 man indian hero 48 51 36 95 58 52 10 37 72 90
1202 woman european villain 21 48 21 79 46 58 49 73 72 88
1203 man asian hero 44 30 51 97 31 13 51 9 4 91
1204 man indian hero 32 39 18 43 36 55 4 90 29 46
1205 man asian hero 89 79 83 43 38 79 87 28 5 55
1206 woman american hero 12 52 30 1 74 58 9 41 55 39
1207 man european hero 7 40 19 30 50 72 100 77 81 30
1208 woman american villain 19 47 77 61 8 43 12 27 23 21
1209 man indian hero 89 46 18 53 47 46 99 7 63 17
1210 woman european villain 91 68 49 75 45 42 21 88 74 16
1211 woman indian villain 24 6 67 80 96 98 71 21 62 29
1212 man asian villain 93 36 18 37 27 85 4 75 42 19
1213 man indian villain 53 99 48 75 3 66 55 72 40 99
1214 woman indian villain 50 33 7 38 92 98 70 97 56 43
1215 man european hero 94 55 85 35 99 78 92 51 93 32
1216 man asian villain 46 40 90 30 57 87 5 65 46 81
1217 woman indian villain 25 98 24 59 93 100 82 47 38 8
1218 woman american villain 84 83 16 86 35 2 76 92 98 32
1219 man american hero 84 92 79 70 61 33 59 55 68 75
1220 woman european villain 15 16 97 51 22 42 9 77 95 48
1221 man asian hero 49 27 65 92 81 95 20 76 100 85
1222 woman european hero 92 37 4 64 55 14 64 23 88 35
1223 man indian villain 18 15 87 70 21 2 79 39 91 48
1224 woman asian villain 56 90 84 76 22 38 39 90 88 38
1225 man european hero 72 40 75 29 32 15 5 24 61 38
1226 woman indian hero 76 14 96 95 46 15 54 29 40 84
1227 woman american hero 97 4 79 50 53 36 61 23 43 14
1228 man indian hero 67 54 78 23 91 97 84 19 86 5
1229 woman indian hero 77 8 21 7 50 79 75 96 83 91
1230 woman asian hero 84 13 38 37 14 99 51 73 45 93
1231 man american hero 97 15 99 80 67 52 38 80 90 65
1232 woman asian villain 99 26 51 92 61 3 89 83 78 67
1233 woman european villain 30 21 28 42 1 65 80 9 85 71
1234 man asian hero 9 41 91 81 29 9 3 16 87 12
1235 man asian villain 35 34 0 39 52 41 94 55 80 38
1236 woman european villain 1 91 92 27 19 57 21 22 28 93
1237 woman indian villain 16 31 55 43 46 74 66 70 93 10
1238 woman indian hero 38 43 84 71 62 72 89 87 34 52
1239 woman american hero 99 27 90 69 57 1 69 11 6 2
1240 woman indian villain 14 59 63 29 8 10 34 46 92 56
1241 man european hero 30 97 16 86 90 31 87 81 93 81
1242 man asian hero 89 97 71 31 38 74 23 35 14 32
1243 woman asian villain 21 39 19 92 55 34 64 53 21 75
1244 woman american villain 59 64 28 84 73 20 82 35 91 73
1245 woman european villain 10 19 95 90 21 11 8 11 50 80
1246 woman asian villain 59 45 16 16 87 44 84 19 62 27
1247 woman american hero 29 89 34 62 36 86 84 54 10 63
1248 man american hero 79 9 67 38 61 95 67 66 30 56
1249 woman european hero 45 41 34 0 17 83 37 82 53 7
1250 man european villain 47 56 5 89 85 17 64 95 75 26
1251 man american villain 25 33 79 32 38 54 7 14 51 88
1252 woman asian hero 52 85 14 99 73 7 95 49 0 51
1253 woman indian hero 86 40 51 56 14 91 28 61 70 73
1254 woman asian villain 20 75 64 13 100 55 75 53 89 19
1255 woman american hero 55 53 22 12 24 65 100 12 4 79
1256 woman european hero 20 1 66 72 87 20 37 79 20 98
1257 woman american hero 4 53 59 2 78 27 27 52 2 21
1258 woman indian villain 73 44 18 56 60 33 84 35 23 8
1259 woman indian villain 21 18 30 100 97 26 65 20 72 0
1260 woman european villain 20 58 96 63 65 21 25 38 85 98
1261 woman american villain 29 43 58 93 88 17 5 14 99 43
1262 man asian hero 81 46 31 79 26 5 33 87 49 27
1263 woman asian hero 19 9 27 3 66 75 50 62 71 23
1264 man asian villain 17 91 9 10 57 65 50 48 57 29
1265 man asian villain 88 87 100 25 91 6 36 39 49 30
1266 man european hero 42 77 10 17 89 57 91 98 44 67
1267 man indian villain 41 77 87 28 79 85 74 38 49 27
1268 woman asian hero 87 42 70 3 23 29 4 75 75 26
1269 woman asian villain 91 54 65 53 59 18 69 65 73 61
1270 man european villain 91 97 51 70 94 80 45 68 70 64
1271 man asian hero 38 33 58 15 24 2 23 51 33 31
1272 man european villain 64 65 68 59 4 90 49 62 37 82
1273 man indian hero 10 16 82 48 36 84 64 22 10 68
1274 man american hero 79 74 53 40 48 44 78 40 62 83
1275 woman american hero 12 88 2 72 84 22 54 89 76 87
1276 woman asian villain 27 20 62 39 52 19 62 90 65 100
1277 woman indian hero 50 47 46 98 4 91 5 7 68 89
1278 man american hero 18 75 99 84 95 99 44 72 6 85
1279 man european hero 27 65 44 47 44 13 56 69 6 51
1280 man indian hero 1 12 45 2 77 15 27 36 29 44
1281 woman european villain 57 93 56 42 22 81 66 21 70 68
1282 woman indian hero 51 94 18 57 31 27 39 78 36 82
1283 man asian villain 42 17 89 22 86 9 71 91 69 8
1284 man indian hero 7 64 56 8 80 53 39 13 32 45
1285 woman asian villain 35 63 41 18 94 76 69 62 78 34
1286 woman american hero 30 18 55 30 57 71 11 13 84 96
1287 woman indian villain 61 8 64 69 11 90 48 89 21 72
1288 man asian hero 64 81 84 15 42 28 6 26 83 33
1289 woman european hero 53 58 28 32 22 3 30 50 67 12
1290 man indian villain 29 47 13 0 24 58 81 78 53 54
1291 woman asian villain 84 41 100 52 47 84 95 91 96 66
1292 man european hero 57 59 94 19 59 73 99 71 23 29
1293 man european hero 7 34 36 14 33 74 73 14 88 11
1294 man indian villain 14 69 79 58 11 33 18 16 87 9
1295 man indian hero 67 46 28 56 46 81 45 66 42 19
1296 woman indian villain 87 26 59 48 43 7 22 76 70 50
1297 man asian hero 86 79 70 20 27 98 82 21 71 80
1298 woman asian hero 21 50 96 15 18 50 96 83 1 1
1299 woman european villain 10 54 92 79 28 20 55 55 18 53
1300 man american villain 28 3 77 3 58 0 57 36 81 82
1301 woman asian villain 65 18 3 64 45 38 6 81 7 46
1302 woman indian hero 92 71 29 15 19 63 66 19 97 64
1303 man indian villain 64 58 35 96 83 35 96 57 25 37
1304 woman european villain 6 88 47 67 50 99 37 5 2 62
1305 man european hero 77 91 83 27 88 58 74 4 64 98
1306 man asian hero 23 21 59 25 32 71 31 85 25 33
1307 woman asian villain 39 31 87 93 24 92 6 17 78 41
1308 man american villain 47 70 82 89 34 35 8 22 80 78
1309 man european hero 23 88 78 43 3 76 80 1 32 39
1310 woman asian hero 88 71 80 61 42 47 50 77 85 94
1311 man indian hero 34 72 37 77 6 41 57 58 53 38
1312 woman indian hero 57 29 54 89 24 80 22 6 16 1
1313 man indian villain 90 9 88 9 53 57 17 5 35 1
1314 man asian hero 7 25 96 49 97 2 77 84 81 58
1315 woman european villain 53 56 71 36 25 85 31 69 15 81
1316 woman indian hero 100 86 80 67 71 88 44 18 81 72
1317 man indian hero 33 49 26 67 13 6 63 28 37 7
1318 man asian villain 15 63 15 75 62 62 96 26 87 86
1319 woman indian hero 98 17 13 93 76 60 88 40 34 70
1320 man european villain 12 74 30 94 92 27 94 49 67 77
1321 woman european hero 95 84 41 73 49 9 48 52 45 7
1322 woman asian hero 96 46 39 55 49 28 35 59 32 14
1323 man european hero 82 90 24 52 18 31 22 26 36 86
1324 woman european hero 69 73 26 53 20 1 4 69 85 38
1325 man european hero 95 8 19 78 89 47 56 32 32 95
1326 woman indian villain 69 69 56 90 89 49 79 89 48 15
1327 man american hero 78 83 21 11 89 44 56 61 51 14
1328 man asian villain 23 38 58 97 56 91 70 90 56 26
1329 man american villain 93 42 77 41 59 55 2 94 88 32
1330 man indian villain 72 46 62 100 76 88 30 35 15 78
1331 man asian hero 76 100 35 62 97 12 54 75 35 94
1332 woman american hero 16 51 55 62 59 1 84 96 35 15
1333 woman indian hero 41 9 22 71 94 21 96 68 27 73
1334 man european villain 46 2 6 82 38 79 16 42 60 66
1335 woman asian villain 70 5 54 92 4 39 70 44 33 72
1336 woman american villain 58 44 85 74 18 32 76 55 14 64
1337 woman american hero 57 53 15 87 16 36 5 49 25 3
1338 woman european villain 85 60 78 5 70 18 98 87 18 70
1339 man asian hero 60 24 84 3 60 74 82 53 52 48
1340 man european villain 85 7 72 53 10 61 57 79 59 85
1341 man indian hero 53 45 6 50 37 74 87 81 100 99
1342 woman indian hero 98 12 94 51 37 8 59 85 77 50
1343 woman asian hero 61 56 29 72 5 23 55 12 4 73
1344 woman indian hero 100 39 92 28 28 29 50 19 26 96
1345 woman american villain 47 50 95 80 18 71 76 41 62 70
1346 woman american hero 42 46 53 57 95 77 14 64 41 28
1347 woman asian hero 8 69 39 50 13 70 19 74 17 38
1348 man american villain 28 67 61 77 12 45 19 72 50 12
1349 man indian villain 65 51 87 11 27 4 63 14 64 17
1350 woman indian villain 26 41 28 24 69 34 60 73 72 67
1351 man american hero 55 19 51 26 63 99 45 85 53 74
1352 woman asian villain 98 61 70 49 47 59 84 59 76 30
1353 woman asian hero 80 51 78 30 16 13 33 52 2 25
1354 woman american villain 16 41 78 41 1 31 53 92 14 53
1355 woman indian hero 30 79 24 92 60 96 95 89 51 97
1356 man indian villain 50 51 83 6 71 75 73 8 91 91
1357 woman indian villain 12 35 56 31 73 80 61 89 32 30
1358 man asian hero 63 84 11 69 69 14 90 85 16 54
1359 woman indian villain 54 23 53 98 60 67 93 54 91 82
1360 woman american hero 40 70 17 85 14 26 97 17 25 70
1361 man asian villain 76 6 32 64 77 19 2 58 45 89
1362 man european hero 64 46 16 93 17 1 30 78 20 59
1363 man european villain 36 56 8 43 56 6 62 100 16 9
1364 woman european hero 16 12 52 59 90 52 38 2 44 79
1365 woman indian villain 22 38 64 40 42 59 20 97 84 33
1366 woman indian villain 48 13 19 9 34 73 0 48 66 93
1367 man indian villain 8 12 3 45 38 99 0 5 9 32
1368 woman american hero 40 64 57 12 73 51 70 63 40 66
1369 woman european villain 85 56 98 48 82 9 7 37 88 58
1370 man european villain 89 97 45 12 68 32 8 33 62 22
1371 man european hero 24 9 1 64 90 94 80 30 5 34
